no. samples with count > 0	no. samples with count >= 5	no. samples with count >= 10	pre-VST median expression	pre-VST mean expression	pre-VST expression variance	post-VST median expression	post-VST mean expression	post-VST expression variance
g1091	10	10	10	204.597343653447	265.997586915904	37079.476166238	7.83617078726779	7.91655011652781	0.863304269559933
g1092	10	10	10	194.201078896021	210.666699687769	6087.28590502485	7.77115479279415	7.80902819135769	0.213112291491059
g1093	10	10	10	142.016193188983	121.095944918951	5475.74436815231	7.37312238684028	6.94391189819962	0.877818070924812
g1094	2	0	0	0	0.232610578585674	0.264908642684591	3.6491789472175	3.73576835283518	0.0341929801858836
g1095	10	10	9	36.5545151881403	43.749936508487	815.862855531438	5.88116169242302	5.91763461794906	0.415833375161011
g1096	10	10	10	31.841733663183	29.931456590777	129.372803300805	5.75519130033121	5.65804245514299	0.123172829426709
g1097	2	0	0	0	0.244372439922016	0.26644724579252	3.6491789472175	3.73882694597932	0.0357532534805104
g1098	10	10	10	36.6825534777208	48.6506437000397	1107.99829695074	5.88172865492162	6.02765708526389	0.3717351033636
g1099	5	1	0	0.583803466973639	1.49282150290736	4.01331197186275	3.86839221714301	3.98299635682946	0.144527238009223
g1102	10	10	10	18.1240166501557	27.3484901596829	581.120047470167	5.29274009050611	5.48216660272909	0.335911475980392
g1103	10	10	10	87.0993686129143	100.32517852619	1751.08985303864	6.78645864696075	6.8777236942224	0.248849934455473
g1104	10	10	10	23.9418995562016	24.8884639205291	96.1771041577776	5.5100015677519	5.5029655177545	0.109498409865396
g1105	8	1	1	1.38544794367656	2.49563140853431	9.59189181912028	4.12470255874164	4.16649907609232	0.145908765777721
g1106	10	10	9	28.3234877854059	28.5887534033579	253.949075602061	5.65207231576245	5.56604239508011	0.275985305629385
g1107	10	9	7	12.8289368370444	13.8671087646225	46.9007166725362	5.05168410644269	5.0512161070683	0.131127891093646
g1108	10	10	10	33.3353937135416	35.7265366448428	176.510567864713	5.79507611530972	5.81809475445357	0.126004893028711
g1109	10	10	10	96.5271137691962	99.9265115605924	928.011313501063	6.9091129716768	6.91284156444366	0.117544476236922
g1110	10	10	10	186.440559646374	234.861622487675	34919.8051591139	7.71921438570992	7.64562697473834	1.25527480660664
g1111	10	10	10	74.2507460269522	82.8498833005616	604.637334772801	6.61036017518302	6.70062272813699	0.100704535299739
g1113	10	10	10	109.447365896956	121.498398271286	5555.29025853419	7.0583373455578	7.02467885407463	0.492376924066263
g1114	10	6	2	7.18599123875511	7.90931297614592	57.0806695484437	4.71508317550258	4.66188075973057	0.202399324746498
g1115	10	10	10	81.4914826345273	85.6238141957453	433.04911882506	6.71420662728648	6.74703972026565	0.0772816339377611
g1116	10	10	10	46.3511661051233	50.3507142912241	344.114104398629	6.11202194700647	6.15079075259875	0.132848004331142
g1117	5	2	1	0.263881448660667	3.04214524107515	35.4021006967193	3.79686841533923	4.05798921696514	0.331821503536391
g1118	9	5	3	5.93695810431624	7.06421125774964	29.141302675099	4.61402750476294	4.58919525881486	0.237584983242022
g1119	10	10	10	120.31497774225	121.613667536538	1239.70619123609	7.1729144787895	7.14786187111183	0.120007990639226
g1121	10	10	10	88.5508963576924	88.5305653444259	298.238749823658	6.80932207722374	6.79273690535331	0.0566854502821599
g1122	10	10	10	161.059235394104	209.548598181784	21734.805053893	7.51902360952486	7.58504264412471	0.973111529684363
g1124	6	1	0	1.75097582163455	1.75320589568596	3.57425461961548	4.1850199271316	4.05247298624788	0.135079981888303
g1125	5	0	0	0.645044213843323	1.0374878181912	1.57784929052125	3.87951117042005	3.93505982751061	0.0974597167785323
g1127	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g1130	1	0	0	0	0.175620962079821	0.308427223218418	3.6491789472175	3.70284571402272	0.0288012185932552
g1133	10	10	10	31.8459810594274	32.5542563151234	71.8450647767413	5.74797673948306	5.75618260377542	0.0552315807555701
g1134	3	0	0	0	0.977198042216714	3.27872126871502	3.6491789472175	3.85918140196934	0.126551334804248
g1135	10	10	10	334.830477245875	358.690015076969	28443.3851734782	8.48641229051538	8.44384500303528	0.474976828394888
g1136	10	10	10	81.1405193064208	77.0821237684072	589.840066192623	6.70964696379706	6.59832960507419	0.194252944293348
g1138	10	10	10	409.628841215946	434.012667978207	11023.000641257	8.76252678164207	8.81051241762213	0.0952634674355758
g1139	5	0	0	0.415744008702054	1.08986344806035	2.26884720638781	3.83437184613013	3.93459572588244	0.106569340021081
g1140	10	9	8	49.0564922701601	43.4346907625173	713.244512882338	6.16572197146484	5.84334040476774	0.723528099056119
g1141	8	3	2	2.98238327811155	152.651784017732	109816.825744455	4.34458622689323	5.2336539627998	5.3117600429018
g1142	2	1	0	0	0.87631772699498	5.53689526768362	3.6491789472175	3.80399666441759	0.128356711658215
g1143	1	1	1	0	1.79354132214316	32.1679047423502	3.6491789472175	3.81276717598794	0.26761108592249
g1148	3	0	0	0	0.402830522464836	0.535343524229606	3.6491789472175	3.78579161611118	0.0527422528147472
g1152	1	0	0	0	0.0855554471783893	0.0731973454189416	3.6491789472175	3.68674675658486	0.0141134030066186
g1157	3	0	0	0	0.513907791702659	0.835390882465386	3.6491789472175	3.80498046366793	0.0665412344542591
g1158	10	4	1	4.80173599527935	4.94539125134838	8.869941259408	4.52786901254316	4.50080145315881	0.069045578823938
g1160	2	0	0	0	0.140586770772044	0.094661703630438	3.6491789472175	3.7167737136058	0.0207100831114012
g1164	1	0	0	0	0.387026528305994	1.4978953361259	3.6491789472175	3.72831202440888	0.062620439057764
g1168	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g1169	10	10	10	239.56803631189	275.921826411426	17959.5732152194	8.04412859976006	8.10560656105834	0.401141787715689
g1170	2	2	2	0	164.275710333857	155181.545005948	3.6491789472175	4.82818684575768	6.29881838196115
g1172	2	0	0	0	0.347559820522395	0.694568190039643	3.6491789472175	3.75248392735287	0.0513170689912825
g1173	3	0	0	0	0.426157572422814	0.716735496697337	3.6491789472175	3.78717526858752	0.0564061031055269
g1174	10	10	10	64.917910663527	66.0007539152776	252.278783648187	6.46313460817808	6.457855821534	0.073014332032552
g1175	10	10	10	122.27616119636	145.759507415927	6099.68731533976	7.19105214659736	7.31027658253069	0.264864406749691
g1176	10	10	10	83.9879578091995	91.5337040876018	1235.57910364307	6.74906431528971	6.78399791393854	0.203884049437316
g1177	10	10	10	24.0278866237422	40.2660240094767	1612.42570218693	5.49622281326215	5.74782999533736	0.573463520424527
g1178	10	10	10	281.456337080497	299.948010823477	8039.99197130916	8.25746619882984	8.30412488083949	0.107545706479236
g1179	10	8	2	8.52157920572518	8.19602808541876	10.8569928066494	4.80642670609062	4.75962816105534	0.0554618243322836
g1180	10	10	10	530.914609127313	895.420994216029	519658.715553043	9.11526497830926	9.53237180307125	0.880805634329964
g1183	10	10	10	448.421316651108	517.050608836161	59188.9788896819	8.88544074266424	8.9588933372724	0.38597359236107
g1184	10	10	10	30.4733920064843	30.9892753995689	228.014744046723	5.71365324330362	5.66138311029717	0.202396320572279
g1185	10	10	10	125.242436867106	122.976268752174	1242.08702711372	7.2203853162388	7.16128935979454	0.121512731633142
g1186	10	10	10	404.763055553557	424.128289510265	27336.7520531316	8.74629798304746	8.71301823305884	0.333335748950435
g1187	3	0	0	0	0.308728416514427	0.258873058558332	3.6491789472175	3.77221465281992	0.0396905947214258
g1188	10	10	10	89.7143731131303	89.0362776252569	256.377110137038	6.8254871266693	6.8030309161115	0.0429716344570928
g1189	2	0	0	0	0.172690936725476	0.132770013398195	3.6491789472175	3.72464563351103	0.025322818759054
g1190	10	10	10	166.624800025731	181.916494345396	1258.15070602142	7.57661748644894	7.66967023159499	0.0577473519230253
g1191	5	0	0	0.263882958457555	0.860700222663079	1.19180255328047	3.7968688363713	3.90569881192443	0.083371342931627
g1192	10	10	10	209.383583340902	236.653901625625	17066.2052016951	7.85655904404243	7.89100560488292	0.411715831387293
g1193	1	0	0	0	0.0895421349850654	0.0801779393768366	3.6491789472175	3.68760705372851	0.01476719370021
g1194	10	10	10	13.9421280261814	16.5222825294114	34.6982685491524	5.10611115279937	5.20107511021619	0.0603630752659278
g1195	3	0	0	0	0.594229999940012	1.09269484560085	3.6491789472175	3.81722338313013	0.0765630934587534
g1196	5	0	0	0.427774886987238	1.1083181655265	2.17108560752275	3.83701748124034	3.93868251402488	0.107407529707312
g1197	3	2	2	0	43.2546982649368	8658.20973133277	3.6491789472175	4.53985878124426	3.14093672025333
g1198	2	1	0	0	0.800085173958449	5.52491418491842	3.6491789472175	3.78746811340142	0.119854856607839
g1199	10	10	10	33.2956417625782	96.2501325981295	22931.8254343567	5.79557667682239	6.26269083769564	1.49153601802027
g1200	10	10	10	74.4790232606959	85.3030826752572	1135.03032737986	6.61274996263351	6.70990361583153	0.169154813031834
g1201	10	10	10	28.10295416833	31.3362928726125	182.897674214836	5.64339171229864	5.69935829732571	0.11012731303335
g1203	5	1	0	0.470820632836864	1.61896888659715	6.18531844376276	3.84618620519026	3.98672219044748	0.162419428744889
g1204	10	7	5	10.2243074870426	16.548922205569	363.886117826209	4.91050062241709	5.03466677368747	0.424799973302386
g1205	9	1	0	1.27507178154765	2.1867825603283	6.98125867226766	4.10543593378632	4.16249718872744	0.0977385476265319
g1206	10	10	8	18.2436900131757	23.3218444142117	290.144356739507	5.2901749189396	5.37325888362577	0.30100482811156
g1208	10	10	9	29.3930018483901	32.2498112084518	224.641281304915	5.68419302716137	5.70266905909124	0.188707500585462
g1209	10	10	10	110.404719362337	116.601281003077	1158.85882858215	7.06657693895436	7.09921336897934	0.109257332921564
g1210	2	1	0	0	1.28379718937757	8.76859588695523	3.6491789472175	3.84691550546747	0.182431721979305
g1211	10	10	9	26.6633790139956	32.2705966811693	494.565321973215	5.56874580217084	5.64186439940888	0.348045460440827
g1213	7	2	0	1.09275488876865	2.21272362577475	6.81264114015695	4.07165170297507	4.11109198804192	0.158077410745469
g1214	10	10	8	28.0955131268355	26.5325920998588	308.036850690102	5.59790345892669	5.4630620577459	0.382058177942677
g1215	6	0	0	1.33639279531112	1.4902744114208	2.16527637581065	4.11529776076818	4.02389831123058	0.11373626580415
g1216	5	0	0	0.40239550553325	0.584693038088064	0.427925711086276	3.83139051390903	3.86670568865539	0.0543226463377209
g1219	9	4	1	3.62667918637036	4.06659617230713	14.2605994951745	4.40820035668549	4.35505772317307	0.16310795623204
g1220	10	10	9	78.7088244703408	76.88882787963	2006.11693000344	6.67564227366728	6.45279529227876	0.720578766404168
g1221	10	10	10	100.510670115591	203.471184592003	58367.5445697915	6.95788566459038	7.29474335408491	1.4472234130352
g1222	10	10	10	72.6572971761989	86.4525996977752	2234.92080540903	6.58659170706398	6.67185540192031	0.330475897528888
g1223	10	10	10	188.631761507046	180.834009498635	7220.2624034378	7.73175976886379	7.55148236905452	0.441436541486673
g1224	10	10	10	1358.15292005076	1484.56771711864	203905.187523245	10.4337144222053	10.511684728507	0.142945367431723
g1226	10	10	7	14.8197692344979	16.3290944828879	71.3923194620732	5.14433793979094	5.1666810064825	0.123889697514348
g1227	10	10	10	5516.82682778448	5402.32387388238	12132856.1103839	12.4272935701263	12.0622314177015	1.30548303310039
g1228	10	10	9	60.335035439488	68.6681641691519	1506.09658746097	6.38283508595389	6.36911906890132	0.539178677899994
g1229	10	10	10	124.232243748872	134.06359921364	658.251224285794	7.2119494235553	7.28916962345703	0.0488696452477523
g1230	10	10	10	181.889536610347	176.651075336587	2540.36325912807	7.68802112159434	7.60710792464111	0.144219062527408
g1231	2	0	0	0	0.21855097775373	0.220940249583139	3.6491789472175	3.73367349836902	0.0320544863823172
g1234	10	8	1	7.79598867566215	7.42227930273088	7.25020082565342	4.75869507957648	4.71567016191863	0.0354336024016507
g1235	10	10	10	143.859917951854	141.695279990851	3914.25096393165	7.39179739130789	7.265760976684	0.369058252286788
g1236	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g1237	10	10	10	51.2246962888869	50.197182935452	125.264869355089	6.21308763225086	6.17455649966867	0.055458386483273
g1238	1	0	0	0	0.256666341535168	0.658776108770474	3.6491789472175	3.71388850372432	0.04187326703309
g1239	10	10	10	114.250376543185	123.018161493182	712.551487199208	7.1106299922857	7.18080483887828	0.0571562423323727
g1240	3	1	0	0	1.377606415151	8.28820959865874	3.6491789472175	3.89158188099896	0.178089089811945
g1241	10	7	5	8.89950709007091	26.3358832058479	1187.0614328709	4.81298762743855	5.19974749906462	0.961185831945753
g1242	10	9	8	26.7853026252265	23.036734654055	175.235023238946	5.60320914076084	5.36881102071993	0.324444174496684
g1243	10	10	10	217.309577850175	212.736822680545	2837.16951055601	7.9169294602654	7.85932490095712	0.0936861382778037
g1244	10	10	8	29.4886354297	29.2062266115599	299.565004680545	5.68711400691921	5.58837053017023	0.254441163331174
g1245	10	10	10	38.0538239620013	39.3402201824172	156.063682979489	5.91992398479946	5.91998701602027	0.0937135231235276
g1246	1	0	0	0	0.0855554471783893	0.0731973454189416	3.6491789472175	3.68674675658486	0.0141134030066185
g1247	3	0	0	0	0.376016626495195	0.405184903481536	3.6491789472175	3.78416953250273	0.0484533755018061
g1249	10	5	3	4.76005643855115	6.38183639181886	19.568412998646	4.52026144111154	4.60289922512079	0.101663657445859
g1250	10	6	2	5.21899134197996	5.96301362019485	9.25002414705017	4.564236877215	4.59127885389152	0.063557673366222
g1253	7	1	0	0.909873038036416	2.16162940087737	6.0574541464683	4.03647056901003	4.10515113216204	0.155707703551123
g1254	9	9	9	32.6296257507594	33.319056561645	314.561359732342	5.77745048312854	5.62971317450286	0.601498697226763
g1255	8	2	0	2.96039182075555	2.93263353214026	4.77902893723031	4.34249128097908	4.24687444643194	0.128606687917915
g1257	2	0	0	0	0.458113341781939	0.996198705774957	3.6491789472175	3.77067681853504	0.0667223036135219
g1261	5	0	0	0.4396619599977	1.11190758947968	1.95455026853762	3.83959459390316	3.94230535589716	0.105935241434195
g1262	4	1	1	0	2.63108756727622	32.1266822943096	3.6491789472175	4.00938982805325	0.303514465331459
g1263	10	10	9	21.7688859558218	19.8761648582175	35.2589588003722	5.43358909989146	5.33954265790317	0.0635851982366854
g1264	2	0	0	0	0.505286143687119	1.72588295565686	3.6491789472175	3.76954956712635	0.0749154028694736
g1265	9	5	3	5.14876143554101	6.61019374756897	24.5304109998943	4.55621453371586	4.57207690572681	0.200179404396049
g1266	1	1	0	0	0.903061899380651	8.1552079411299	3.6491789472175	3.76817571410419	0.141602305294851
g1272	10	10	10	54.9948600213424	60.8962319511205	570.051793914556	6.28669706661531	6.3403150248648	0.162420566387359
g1274	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g1276	4	1	0	0	1.07231363859623	3.38168972584322	3.6491789472175	3.90089779827174	0.122377859400622
g1278	1	0	0	0	0.448385330535789	2.01049404639689	3.6491789472175	3.73419069444233	0.0722699716621738
g1279	4	1	0	0	1.35006618705382	6.06344007204232	3.6491789472175	3.9246146647723	0.156239859899572
g1281	6	1	0	1.09275488876865	1.87507260723949	4.50074605762175	4.07165170297507	4.0579888223598	0.151095559803936
g1283	10	7	4	6.99012899722781	89.8001616930186	30160.7533948428	4.70203186330698	5.52872590502797	3.00773746197642
g1284	4	1	1	0	1.74779665236429	13.9308996072356	3.6491789472175	3.93522270975759	0.214055315004696
g1285	9	7	4	8.35108830726563	113.096518612612	75000.9546568566	4.79407135251206	5.41264075819473	3.64011047454536
g1286	4	1	1	0	2.90775984013144	43.5660150436817	3.6491789472175	4.0116598841438	0.341581262796906
g1288	10	10	10	37.3889402951128	65.7854382329516	8283.08973089461	5.88999363145638	6.09666470579631	0.849763077267786
g1289	10	10	10	109.282115665789	119.530283138429	1695.02718301233	7.05723008415511	7.11224128677864	0.164503302820958
g1290	10	10	10	58.5501236050899	59.1171219975886	849.713469713414	6.35131984832845	6.27250789435258	0.280860198961167
g1291	4	0	0	0	1.05402175152488	2.33309828961367	3.6491789472175	3.90390175227241	0.118391216439178
g1292	10	10	10	277.709684067441	265.01829143683	10483.0852077525	8.23727570275324	8.05420022858166	0.491809138303487
g1294	10	10	10	60.4964147443418	70.0253080763596	2041.79527541984	6.38640713575139	6.40191484330688	0.42541393699612
g1295	10	10	10	99.0798838114854	90.6170484138435	3356.59958553801	6.94123958011027	6.63135804568146	0.705221310468669
g1297	10	10	10	660.714781273488	1731.35555927988	6125280.64437546	9.42050897934848	9.54658345867455	4.52535704755852
g1298	10	10	10	427.503340022733	421.246576852561	64585.9451368104	8.81640229126103	8.55017401966271	0.870665837742072
g1301	6	1	1	1.6697491563811	2.41702012576133	10.0742625189604	4.17243682522576	4.1062218399538	0.196608518430805
g1302	10	10	10	130.074263352006	127.245331166901	4460.13769260753	7.26751598513131	7.0965179292258	0.497979598163955
g1304	5	1	1	0.447710674925327	2.24427635206177	21.5668617233551	3.84131947977252	4.00973899402824	0.243057010047309
g1306	10	10	10	226.10723429319	234.284110435969	7206.78474971201	7.96843224899493	7.95118966325141	0.198776180295889
g1307	10	10	10	28.1703732560126	34.3679511657465	449.490868957815	5.64729476171167	5.71546509446973	0.312637838412691
g1308	10	10	10	166.45050923244	172.358668761748	1080.33963613395	7.57447433196311	7.60189669088423	0.0549746274110241
