no. samples with count > 0	no. samples with count >= 5	no. samples with count >= 10	pre-VST median expression	pre-VST mean expression	pre-VST expression variance	post-VST median expression	post-VST mean expression	post-VST expression variance
g2211	10	10	10	573.134242523682	611.209643799722	85089.2739098172	9.21933482242542	9.19135897442458	0.372040787677125
g2212	10	10	10	183.485986106859	224.38301246542	29183.0355024751	7.6909536770112	7.63541196216198	1.08634861536729
g2213	10	10	10	73.9350078274562	77.5713939451923	361.626100791375	6.60537687685528	6.63648797468046	0.0708209287759305
g2214	1	0	0	0	0.268626404955196	0.721601454391529	3.6491789472175	3.71535367411222	0.0437909447959066
g2217	2	0	0	0	0.407479462382592	0.803422195126919	3.6491789472175	3.76360664667701	0.0594991470206324
g2219	10	10	10	380.227957209295	368.430149264417	10186.7245493347	8.6613687970603	8.57370911668887	0.147665738282278
g2220	2	0	0	0	0.181785132500798	0.179155942561854	3.6491789472175	3.72478328548236	0.0269222542792622
g2221	1	0	0	0	0.149461776845263	0.223388227377432	3.6491789472175	3.69872977305265	0.0245528434094529
g2223	9	6	4	6.09972240120721	9.74641924033309	114.006438102213	4.6333804452648	4.67261427784671	0.4403427732259
g2224	8	5	4	5.8896023072471	16.7361251573248	468.075533875471	4.61072693029506	4.84679443789531	0.919309235613346
g2226	10	6	5	10.9957346759131	12.4698355687451	109.033822111465	4.92431739698679	4.89341169627218	0.328075907446185
g2227	9	1	1	1.733659282183	3.62892540303065	41.928629378123	4.18241740450815	4.2571995499182	0.206673837997913
g2228	10	10	10	51.761057171605	53.466843107379	66.5547643490692	6.22395335529044	6.24932449306093	0.0244175386509791
g2229	8	4	1	3.07417440737715	4.37558847953372	13.7954234664368	4.35370155524674	4.36393764837231	0.203331639891636
g2231	1	0	0	0	0.0941641265673729	0.0886688273219622	3.6491789472175	3.68858039881205	0.0155247438775776
g2232	9	3	0	4.80082273191536	4.23487147192169	7.60401067290159	4.52795107503594	4.39882887798494	0.127761573340072
g2233	10	8	4	6.7309850723752	11.5006566871086	89.8354531056711	4.68190085508682	4.88345811755504	0.216309881177576
g2234	1	0	0	0	0.249446405221232	0.622235090777953	3.6491789472175	3.71298663768349	0.0407142136260289
g2235	1	0	0	0	0.149461776845263	0.223388227377432	3.6491789472175	3.69872977305265	0.0245528434094529
g2237	10	7	3	6.69542750655968	11.2988164451175	192.522918794057	4.6808101043205	4.788113166516	0.373246281520362
g2238	10	10	10	62.1308972417284	71.729885524614	936.496616877109	6.4153276016794	6.51743813388345	0.150957468246338
g2239	10	10	10	79.7542098910653	93.8253214560513	813.886141453949	6.6910183318142	6.83623405134578	0.131504490976578
g2240	9	4	0	4.54919859574597	4.75012528405996	6.8498739807573	4.50527096177775	4.45958103759555	0.112965542266842
g2241	10	10	10	1197.70574546944	1266.29355240369	757918.822418834	10.255775262009	10.0021336321741	1.23070183447007
g2242	10	10	10	358.183715145679	360.813079448563	8591.0967660485	8.57940502767266	8.54031125556411	0.188811719720576
g2243	10	9	9	20.3648589809964	22.485709545464	150.971421782452	5.38129296663039	5.37388313387368	0.244657828965553
g2244	10	10	10	220.341130712762	228.745371927753	5257.7070167217	7.93368629645308	7.93291372675393	0.161442018880546
g2245	10	9	4	8.22924400571543	16.3771561208747	288.305102379455	4.78757091484443	5.05029310753673	0.38119186247885
g2246	10	10	10	49.3952999245591	51.5086007922964	524.70028734124	6.17555585466878	6.14909096413813	0.214164426162967
g2247	10	10	10	65.7521812887628	67.995151618015	595.696015753078	6.47676172012844	6.46731264617418	0.138639353937358
g2248	10	10	10	118.061595231523	128.871180308713	3998.30897320658	7.14966552269803	7.17014095011297	0.243190494322519
g2249	10	10	9	12.6177967300651	15.5070341676242	123.638292755011	5.04132570866422	5.11165434640975	0.15266957603287
g2252	3	0	0	0	0.301699779494141	0.24969469984865	3.6491789472175	3.77071207815154	0.0388184765853507
g2254	10	10	10	146.955812088278	143.733746600197	3278.79867669389	7.41851667182843	7.31119997954226	0.26041550628018
g2259	10	10	10	148.824434761756	158.692249384183	2346.9206362409	7.43411575754238	7.46566389360596	0.163107196410025
g2260	10	10	9	17.0431584114504	17.6509177282075	44.0822078941694	5.2470162808346	5.2461352134764	0.0684971778122781
g2261	10	8	6	14.2133738530966	17.6152525961793	266.789440404254	5.11025947544508	5.08744563439124	0.461020679857328
g2263	10	10	10	35.2334549777492	42.1579545820818	709.955254624737	5.84390114195471	5.90365420242899	0.327586958153997
g2264	10	8	8	14.7708468251309	16.733119091343	104.277989718339	5.14640696162659	5.15862587417339	0.191713894578838
g2266	10	10	9	14.9886851471243	17.48174761479	60.1042032140733	5.1550339895311	5.22606364878964	0.102380033776254
g2268	10	10	10	23.8122038200592	29.5867959715152	224.025717524613	5.50473572333386	5.62160777922197	0.192755972631109
g2270	1	0	0	0	0.171110894356779	0.292789381675766	3.6491789472175	3.70215987187042	0.0280697837707759
g2272	10	10	10	236.513192219604	221.252090058474	4983.88418824162	8.0262925774	7.88342969911584	0.187928322090528
g2273	3	0	0	0	1.24740016444561	4.09575002549966	3.6491789472175	3.89466919118116	0.156827038940013
g2275	9	6	5	13.369997434844	18.2686011494889	281.602242036088	5.04163715474814	5.02956401585622	0.720139301218206
g2276	10	9	8	12.3861892439653	14.9079343891144	60.663587032691	5.02797693399577	5.09853369084941	0.135259473477657
g2277	10	10	10	274.798774243236	247.573771303097	4784.05736094191	8.22501974769294	8.03543558010836	0.186437154848346
g2278	10	10	10	50.9320794745797	54.2861770616056	287.756027282147	6.20326179863414	6.23986948364366	0.0996603920731259
g2279	10	10	10	86.4485642563413	92.3596682769518	2216.79198675122	6.7827142370782	6.75513064263649	0.321951464925801
g2280	1	0	0	0	0.0941641265673729	0.0886688273219622	3.6491789472175	3.68858039881205	0.0155247438775776
g2281	10	10	10	129.705382449355	147.905066826447	2325.15128126062	7.26407719932505	7.38346861788464	0.126671682380778
g2282	10	10	10	172.741362072359	174.326494152911	1453.42529278292	7.62217851457812	7.60853106314709	0.0827646967147233
g2283	10	10	10	787.39399983942	1081.03850175109	1520264.67000076	9.66369013680025	9.49486477567911	1.84589731576247
g2284	10	10	10	35.4176981032536	38.5436273464149	133.051397501126	5.84885053579601	5.90428896530436	0.0821622269883012
g2285	10	10	10	152.530272043047	175.536473371176	12965.6239937864	7.46351724130397	7.40414467239716	0.838669981413262
g2286	10	10	10	97.538914565769	97.5770822339212	2854.4851851471	6.91319468786339	6.76255881206813	0.562416341752677
g2287	10	10	7	24.6409535111545	21.6528372352069	163.981283105021	5.53182872334386	5.33668660005276	0.255840938197927
g2288	10	10	10	120.01389281468	130.782272892247	2889.30608797843	7.16990510118979	7.1902239811424	0.276553402803019
g2289	1	0	0	0	0.0941641265673729	0.0886688273219622	3.6491789472175	3.68858039881205	0.0155247438775776
g2291	1	0	0	0	0.0855554471783893	0.0731973454189416	3.6491789472175	3.68674675658486	0.0141134030066186
g2292	9	3	1	3.66558659883024	4.76441700292119	16.3360035624071	4.41948361187644	4.43641338629499	0.148321188679721
g2293	10	10	9	46.6126022042902	48.5719614303569	989.235221482398	6.11731513900038	6.00570643699538	0.477456877645735
g2294	10	10	10	69.4398874769538	76.335724708437	2234.6638884624	6.53641762654651	6.46112969845854	0.592838234719309
g2296	10	10	10	301.30575926555	357.263730875766	44576.7669007127	8.3477443130501	8.44552076523684	0.348283676928603
g2297	8	4	2	2.5589010616533	5.3320902402005	43.4902373310386	4.28937556669452	4.38345954242742	0.313022860336513
g2298	5	0	0	0.263881448660667	1.15711906689121	3.10607388438339	3.79686841533923	3.93353416391766	0.118602382544645
g2299	10	10	10	174.592492777542	170.980413362743	2060.71228878476	7.63188956198544	7.57070983062752	0.127940047935394
g2300	10	10	10	177.429939611245	225.570589417848	6282.54762132247	7.65635298833867	7.90680516190581	0.178513270274331
g2301	10	10	10	33.4771375327984	38.6394558888972	147.332263498652	5.80042814231694	5.90678452631825	0.0784027169582074
g2302	10	10	10	58.264532886139	55.7255452540156	269.757112641053	6.34490614270471	6.26292194191533	0.124100625928174
g2303	10	7	3	7.77969391108051	8.43174175702818	25.0802041033895	4.75752626360722	4.75187198640966	0.102237296921506
g2304	4	0	0	0	1.14434549530084	2.79283478347861	3.6491789472175	3.91640585145305	0.127088832732161
g2305	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g2307	10	10	10	86.4022501337437	102.03250445793	2861.86973922521	6.76801112040955	6.86175940615428	0.346733433504841
g2308	2	0	0	0	0.352181812104702	0.700408954494457	3.6491789472175	3.75345727243641	0.0519342911998096
g2309	10	10	10	565.300421239471	575.002704897272	126017.466028534	9.20408239350554	8.85829397474903	1.68228200184502
g2310	7	2	1	1.75029449461871	4.66525358061973	69.3143620094137	4.18455624303728	4.2504260585824	0.375544381275576
g2313	10	10	10	117.213206814376	131.425090830299	1972.14043807388	7.14021806690903	7.23120726519638	0.150190137067377
g2314	2	0	0	0	0.28647449151013	0.382010380968207	3.6491789472175	3.74574142599173	0.0419322111778235
g2315	10	9	8	19.971670603164	42.3657586607686	2166.60350549054	5.36544605859401	5.69448527088449	0.893819196246642
g2316	2	0	0	0	0.419055447441448	0.790464692426583	3.6491789472175	3.76613424965479	0.0609837871730266
g2320	3	2	2	0	37.0326433312633	6093.17760154566	3.6491789472175	4.49038349611697	2.8844343743326
g2321	10	10	10	881.905393796723	823.537012057869	136911.082977169	9.82378523178139	9.57510022705522	0.568292207409583
g2322	10	10	10	742.732636195625	720.081347171384	161228.448108902	9.57703309619492	9.30603365996086	0.844429380745694
g2323	10	10	10	398.344846304962	427.035356171727	6848.44447599769	8.72467881616716	8.79941907960614	0.0615589096129135
g2324	1	1	0	0	0.516035371074658	2.6629250420016	3.6491789472175	3.74018723777399	0.0828250895001455
g2325	10	10	10	2001.07506344239	3014.93384340958	8798422.10476726	10.983946775451	11.1566193675644	1.10754700899262
g2326	1	0	0	0	0.179084269970131	0.320711757507346	3.6491789472175	3.70336621854741	0.0293626037418084
g2328	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g2329	10	10	10	93.0444298787165	91.2820857716471	2506.0976412576	6.8489166749842	6.68407854350571	0.561422829004315
g2330	10	10	10	294.797423646405	240.162366577382	15221.4349408273	8.31866877790268	7.75997814966132	1.30219077161616
g2332	7	0	0	1.47653223124743	2.02284435098389	3.42975822644611	4.14070412633292	4.1132449686418	0.125144186457194
g2334	2	2	1	0	2.01065313952729	23.2878019247265	3.6491789472175	3.89072866591406	0.279006709735856
g2335	10	10	10	99.9503674057539	115.990610748084	4125.8001484906	6.94805335415328	7.01111124640262	0.341552034679252
g2337	3	0	0	0	0.511921143924866	0.681100895949953	3.6491789472175	3.80787033443184	0.0653286927593009
g2338	10	10	10	18.3754559637133	21.1681238531861	99.734632190425	5.30307987952971	5.3691734916954	0.106758023081351
g2341	10	9	8	21.1701134476149	20.4629987295247	150.661528504117	5.41152735927683	5.27233535344711	0.32281126565305
g2342	10	9	9	262.229354432132	272.641274568321	36366.5657828911	8.15771968067858	7.67484636498409	2.68898499011668
g2343	7	1	0	1.26246497881887	1.76296480748303	4.16631117922802	4.10111024917244	4.07171396840918	0.118627326684201
g2345	4	2	0	0	1.76067866784876	8.27437147120319	3.6491789472175	3.96558387524857	0.201247457913557
g2346	10	10	9	166.636495448275	183.070439883817	23362.4701054047	7.55539103037301	7.2238496291031	1.83087780969442
g2347	8	3	2	3.59060365074286	15.5361721849203	747.240174414218	4.40376000818772	4.64602284299665	1.07727807083414
g2348	10	9	8	15.6434738597118	26.3414461091379	1104.76193958562	5.1863605069649	5.33156208783262	0.599330318556844
g2349	10	10	10	47.8491787368753	59.8072242183261	1892.56865552356	6.13135344779278	6.18532400818563	0.569541117729448
g2351	7	2	2	1.3344737550502	5.67701571224307	127.407389431613	4.11039966768681	4.25835866731665	0.498316836048252
g2352	5	2	2	0.263881448660667	31.4427880519604	4315.61415572105	3.79686841533923	4.54320394622168	2.44766600407715
g2353	10	6	4	7.62324253562196	10.7954954158111	79.9639940444307	4.73249750643898	4.83054426857634	0.248950252195311
g2354	5	0	0	0.427777235891946	0.634495206874786	0.503573441858788	3.83701799405427	3.87579066459888	0.058865026887777
g2356	10	9	4	9.77659681211731	9.72992248058467	8.42878055365885	4.88461175650768	4.86474892574489	0.039331322794121
g2357	10	10	10	139.69890440678	150.178381511675	10343.0540276542	7.32664288039097	7.15403162951603	1.06522102926722
g2358	10	10	10	54.5732372849478	50.4034388554168	383.004836599697	6.27600337057715	6.12704855912065	0.236179802680867
g2359	10	10	10	853.718390112749	999.357347638892	198517.753391297	9.77824230158869	9.90420172404889	0.27614359954065
g2360	10	10	10	33.5748441275221	44.0026159268218	682.490580285397	5.80209416549378	5.97102603975399	0.23878505779492
g2362	10	10	10	34.1544077987342	37.5921838503374	578.866882229004	5.81731509590565	5.78297212005622	0.366795863252777
g2363	10	10	9	41.7404851925565	55.5437541004522	2288.89229246343	6.00870589542686	6.05524811543836	0.705623168317183
g2364	10	10	10	28.529346328218	29.912473243823	110.683423866375	5.65797510185524	5.66748126220996	0.090796432958667
g2365	10	10	10	150.059812039011	153.268179642836	7859.89339888945	7.44269330508264	7.26437930829758	0.736903281851813
g2366	1	0	0	0	0.115363597153351	0.133087595481607	3.6491789472175	3.69276050133881	0.0189935185962876
g2367	8	7	4	8.85192958166583	12.5628243554435	226.91006513681	4.82764272031781	4.77598491532826	0.587300297263807
g2369	10	10	10	25.6280740547052	27.7348599767106	74.7128517486772	5.56677751572716	5.61011477922407	0.065567151361137
g2370	4	0	0	0	0.525624827113081	0.530601622526897	3.6491789472175	3.83291386331085	0.0584703787406831
g2371	10	10	10	4309.06422857589	4767.75682028106	5708408.91791928	12.0726339754034	12.0667208711084	0.526886913806822
g2372	10	8	5	12.3550744522539	13.0428016173454	77.8670691295062	5.01525487886552	4.96940523708764	0.226046849147433
g2374	10	10	10	93.2157989444275	88.9547203531499	264.927833106948	6.86975631330009	6.79890067863392	0.0568876516010978
g2375	10	6	4	8.57581487787135	13.1112895081392	137.496354192084	4.80884807649944	4.93018479926046	0.311215831649703
g2376	8	0	0	2.03174078193262	2.09791257788487	1.99234173585394	4.22453137324098	4.16389743988829	0.0850010443106734
g2377	5	0	0	0.447710674925327	0.631906732660525	0.507745055381845	3.84131947977252	3.8750941753288	0.0587377133322989
g2378	10	10	10	57.929751447504	63.2045614317707	750.0475479327	6.34128091224551	6.35826345419966	0.239744466647267
g2379	10	10	10	54.014093300973	55.2761599905891	96.4214977491111	6.26796531705166	6.28120544012509	0.0324924143025802
g2380	10	4	1	4.61685969062495	4.95310277735121	13.7631567886044	4.51136134658378	4.48049140193065	0.103923973802123
g2381	10	10	10	85.9956859166973	94.3345398121691	693.31725328985	6.77678374652074	6.85054432771171	0.103739645493499
g2382	10	9	9	192.099923127836	160.01469095363	13407.3854389064	7.75006400193769	7.05880701962419	1.9644044513678
g2383	10	5	1	5.49100645585581	18.1445505699421	1763.34734686484	4.58194915823486	4.79245027527016	0.839106336740792
g2384	4	0	0	0	0.695348339411325	1.16239775499716	3.6491789472175	3.85483693688646	0.0793531003595827
g2385	10	10	8	21.811883861952	24.6912790121502	271.209178869236	5.43483047507763	5.42267715040586	0.309738528822743
g2386	1	0	0	0	0.115363597153351	0.133087595481607	3.6491789472175	3.69276050133881	0.0189935185962876
g2387	10	10	10	308.538716529591	354.990627394042	98629.5779223948	8.1589838337618	7.96669333788719	2.19743471891097
g2388	3	0	0	0	0.297713091687465	0.244593675433994	3.6491789472175	3.76985178100789	0.0383235637031682
g2389	3	0	0	0	0.672304836381206	1.37819774718908	3.6491789472175	3.82737677505272	0.0866277547914556
g2391	1	0	0	0	0.298923553690526	0.893552909509728	3.6491789472175	3.71891834730705	0.0486358392485009
g2392	1	0	0	0	0.175620962079821	0.308427223218418	3.6491789472175	3.70284571402272	0.0288012185932552
g2395	10	10	10	250.102144311206	272.651015834149	5778.82924511303	8.10119983298565	8.17181915494483	0.141248134394757
g2399	10	10	10	85.1050570403184	82.3929898035398	219.051364871079	6.76487203486263	6.71316737923236	0.0481456119002254
g2400	10	10	10	24.1580036639915	26.1666391835094	182.969197449194	5.51458706205632	5.51817953755713	0.180834765848754
g2402	1	0	0	0	0.171110894356779	0.292789381675766	3.6491789472175	3.70215987187042	0.0280697837707759
g2404	2	0	0	0	0.427932396459191	0.974288431883914	3.6491789472175	3.76498479194756	0.0627177986589219
g2405	2	0	0	0	0.172690936725476	0.132770013398195	3.6491789472175	3.72464563351103	0.025322818759054
g2406	10	10	10	26.2845707635516	62.889676794625	5236.92515969774	5.58721529374757	6.05165046242703	0.975956650965134
g2407	10	10	10	58.3755166824483	60.0907397488526	782.351043545254	6.34932347272228	6.30650282608069	0.219449274356905
g2408	4	0	0	0	0.3822186604462	0.249978322328644	3.6491789472175	3.80762863922689	0.0421085724436322
g2409	10	10	10	159.846849653154	159.782679497642	4389.27151075403	7.49117176856798	7.42808321079958	0.319969518944421
g2410	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g2411	10	10	10	66.4101751750434	147.784094951499	34584.3083456484	6.48381237370213	6.90394350356223	1.33209913883712
g2412	10	10	9	58.9850028877031	58.7964928076972	1375.96023608771	6.339206238295	6.16909281295675	0.644442236843546
g2413	2	1	1	0	1.8265767328379	27.7935015806384	3.6491789472175	3.85741077320105	0.258876609042177
g2414	1	0	0	0	0.129008842768665	0.1664328151251	3.6491789472175	3.69524539185801	0.0212211732181711
g2416	2	2	2	0	3.28028863313734	49.7572625600328	3.6491789472175	3.96187779647893	0.438302777228513
g2417	5	1	0	0.263881448660667	0.838073369537619	2.47828394330012	3.79686841533923	3.88512249887125	0.0892066023502223
g2418	10	10	10	384.050761695538	377.858435000832	39896.7638670028	8.67472537395431	8.39891772076535	1.07644599613231
g2419	10	10	10	53.3023178792669	59.5905585761901	1690.53678525546	6.25411097587269	6.18199763334121	0.602464316414819
g2420	10	10	10	99.6829435656754	131.01774862781	5641.93236491292	6.94573025977998	7.13798186437961	0.418617453318375
g2421	10	9	4	8.22924400571543	9.9611708415065	39.3764626614776	4.78757091484443	4.83415815867254	0.134897346361299
g2422	9	8	5	9.61817498069508	12.5551289846311	213.616197962552	4.86837686975652	4.83099856792896	0.455168894441141
g2423	10	10	10	24.0802337077377	33.7131509053102	817.037956124099	5.51228175633498	5.64278040223116	0.426239098012102
g2424	10	10	10	51.7712915417007	59.1449620215191	517.513388038245	6.22415882412084	6.31675221078527	0.132434618077591
g2425	7	0	0	1.10458088308809	1.27276373554652	1.37846179546802	4.07558957521713	4.02038014547007	0.0780996342336969
g2426	9	5	2	5.88056607652768	5.9771278201921	27.349891895609	4.60873468616459	4.49405300596803	0.242723483189494
g2427	10	10	10	55.5256859220007	65.2465003320173	1776.16449168254	6.2961470135412	6.35090461391207	0.319507616088992
g2428	7	2	1	2.17875305752649	3.0427581291372	12.4508193670953	4.24366308640112	4.19854812896339	0.202569394618266
g2429	10	10	10	45.9306958085418	53.5091248563816	354.155963923827	6.10291785717052	6.21496434405419	0.130704437996657
g2430	8	5	4	4.30352384553153	8.6220713963936	95.3489896536838	4.47561577463769	4.56560787047195	0.495834243891466
g2431	10	8	4	7.43088470238092	14.2345529987496	218.552775555163	4.73374900765013	4.94198654129017	0.407127656695958
g2432	10	10	9	18.9611781625802	43.6522664673308	3068.21998766391	5.32599252437924	5.67626575313536	0.918636960496882
g2433	7	2	1	1.36846233174876	4.30935061092288	62.6008479903153	4.12201076180624	4.22141588259542	0.356317965965284
g2434	10	10	10	90.4098214619171	123.900107693554	10836.9914348627	6.81999540195715	6.93617985775775	0.810499546569858
g2435	10	10	10	60.2798843354778	82.05316666095	1985.36491199084	6.38188022307621	6.62174904843848	0.29087518418141
g2437	10	10	10	1286.40061746429	1288.03371200953	121063.579148847	10.3507854350403	10.3146746513901	0.139521005828316
g2438	10	10	10	67.9943785340616	72.5453729683791	398.32078651335	6.5135392520521	6.56076953908927	0.0678446770184736
g2440	10	10	10	72.1030165720022	70.5448541486376	218.909343175059	6.57814916174515	6.53424361518376	0.065118954622119
g2442	5	1	0	0.415744008702054	1.23394962102571	3.41755786820495	3.83437184613013	3.94532710198664	0.124626004845501
g2445	10	10	10	5893.57562112464	5091.29077163749	8148340.51770331	12.5308646714841	12.0475823061523	1.01824915640553
g2446	10	8	5	12.4896275555426	20.1954870091144	391.621486826316	5.02060460272241	5.15836196978835	0.550668211412184
g2447	4	1	0	0	1.44667659570144	7.85437915826229	3.6491789472175	3.92988751987	0.168769108612135
g2448	10	8	5	10.2107628260248	27.3831862195402	1622.16906240509	4.90674515654892	5.19026813938986	1.02411528799116
g2450	6	0	0	0.843521244594001	0.58697193270417	0.271657311205153	4.0222108929669	3.88938191059206	0.0433744341423926
g2451	10	10	10	443.086376067818	465.712516961171	52240.7859669159	8.86851668084917	8.78055597450147	0.543750263136255
g2453	9	9	8	19.6024900259594	16.6411795663389	56.0002062600309	5.35193291434463	5.12588310515441	0.31286296960178
g2454	9	8	5	9.14958360181081	10.9389398383428	53.3660805590371	4.84355478500904	4.82829689037888	0.296901941955575
g2455	10	10	10	117.753189796711	123.294872825541	1680.25841592368	7.14556907092098	7.15510062672856	0.147317567369308
g2456	10	10	10	2314.17993358842	2408.13276215989	916052.681056721	11.1918010234205	11.1625126670303	0.26132005257023
g2457	9	2	0	2.22497297334957	3.23308021732156	6.31467441999226	4.25048464994063	4.29995144316922	0.106780693877973
g2458	10	10	10	26.0949567098998	23.9674564163539	125.636525217071	5.58195682040944	5.4522791942407	0.165350000261251
g2459	10	8	5	9.77889611740579	12.6128992347659	149.488988976249	4.88172906725959	4.92349142798864	0.25026484171033
g2460	8	3	1	1.58141320742546	4.30350448898479	36.13762283119	4.14403658605167	4.28435609664557	0.291173729888838
g2462	10	10	10	186.462333930571	202.814328247961	7395.59262828367	7.71730584747384	7.74855507317055	0.23528825676659
g2463	2	0	0	0	0.350054232732703	0.548544742447729	3.6491789472175	3.75625372248683	0.0510457441543514
g2464	8	6	4	9.00921947495926	28.8746777178614	1945.68139280081	4.83684593731493	5.05241467791014	1.5455026886734
g2465	10	10	10	51.1253438795297	48.59786963042	129.093331327728	6.21074200491289	6.13936126060641	0.0633429738374638
g2468	6	2	2	0.854796413901606	42.8868597825727	12817.6814893075	4.0246562099499	4.60458344456492	2.6575713224219
g2469	10	10	10	98.2045659040156	100.126706929084	482.267674265486	6.93016010109751	6.9320085907811	0.0684895198980066
g2471	2	0	0	0	0.31118775644322	0.43122592487384	3.6491789472175	3.75025296428417	0.0454258653669523
g2472	5	2	2	0.576817985766756	5.53556857077156	105.937011223018	3.86708671782406	4.20626359722628	0.554550162295938
g2473	3	0	0	0	0.72323887395803	1.45862101988959	3.6491789472175	3.83603381409799	0.0923332158400437
g2474	10	10	10	172.998954695211	193.898357123713	4634.52089920976	7.6241911528375	7.70691762118755	0.201765399429659
g2475	10	6	4	6.80404911088346	27.6959813979734	2027.51206552696	4.68039286009291	5.12852874872848	1.11694977535702
g2476	10	10	10	28.4744705405602	39.5393306415552	517.616347830355	5.65649810140886	5.87229952885566	0.228082640420587
g2477	1	0	0	0	0.0527762897321334	0.0278533675789009	3.6491789472175	3.67871684084185	0.00872487159763146
g2478	7	4	4	2.37268301024132	10.2293326158469	201.493278300543	4.27075094799745	4.53761957349137	0.746431129281842
g2479	8	1	0	2.66028924037463	3.0122339250355	5.97183126711436	4.3077656457895	4.25514950931466	0.130590618562577
g2480	10	8	2	8.00129402466946	14.4036673063405	290.004685771349	4.76792614151191	4.94306622710078	0.395184551498561
g2481	10	10	10	148.179778602764	234.448992452034	44030.1455772775	7.4291494206207	7.71276007389746	0.796120460057437
g2482	10	10	10	230.445293011571	227.909301136472	3146.08673092979	7.99389956661948	7.94636781604445	0.107160889466024
g2483	10	10	10	29.8976118672955	31.9847442302279	290.892914083669	5.69738699145806	5.67987294665443	0.226582242426176
g2484	10	10	10	143.829344938145	138.749348552166	1614.02797596079	7.38950582610064	7.30492819473182	0.138963548288257
g2485	10	10	10	34.2787436633754	35.5672038394945	104.856096812869	5.81971480425684	5.83177705098592	0.0725450471169443
g2487	8	7	2	7.56460556430928	6.55670946269345	18.4643903447709	4.74295050541433	4.54344631562684	0.253764767050808
g2488	10	10	10	618.409660318284	598.927689034641	8680.65054106923	9.3292421125922	9.26883779464042	0.0540962857939287
g2489	10	10	10	154.040694111216	154.676177471098	837.182298428118	7.47761517971579	7.46414867544413	0.0621017379370452
g2490	10	10	10	232.224162606782	239.070494967743	7505.26232576323	8.00227174648809	7.97573762028523	0.207142875590003
g2491	4	0	0	0	1.02046207788527	2.26581030573052	3.6491789472175	3.90136005727341	0.113799255998674
g2492	6	4	4	3.86955080639863	6.25168050469406	50.6236134396022	4.4349996109074	4.37845531065855	0.472081274902143
g2493	10	10	10	219.379488696344	239.97831405722	48432.9237471088	7.92891349223304	7.49351559013552	2.01094212261395
g2494	9	5	2	4.53343419017663	5.49624714788097	16.1328244689737	4.49995944950426	4.49149509563138	0.174859373348761
g2495	2	0	0	0	0.177312928307784	0.140406872317269	3.6491789472175	3.72561897859458	0.0260002548930151
g2496	10	9	4	6.80816367145446	105.946037460066	50270.2734285221	4.68912228006636	5.57313846692859	3.26345028048629
g2497	10	10	10	623.544112430335	751.680308393259	136964.451761504	9.33830723692766	9.46360297971594	0.431746444688494
g2498	10	4	2	3.5733378119629	6.4091055371759	45.9213181307841	4.40758851465446	4.53846861194117	0.216394392628783
g2499	10	10	10	479.577349905273	489.701393437278	25419.4561552312	8.9776046494601	8.94769686052935	0.185958757493732
g2500	5	5	4	4.57318409572259	10.9778326473269	196.116662439737	4.24776018785036	4.51498930340463	0.912616773574572
g2502	10	10	10	46.4475305071328	45.4948894373765	101.133157637337	6.11410408997955	6.07539148930867	0.0567869372892941
g2503	6	2	2	0.886754721139908	8.7011448566581	391.570985152404	4.03160205574333	4.28187019135757	0.823881470400684
g2505	4	1	0	0	1.76421044256544	8.86618197835245	3.6491789472175	3.96813407055552	0.199574315505224
g2506	5	2	1	0.855554471783893	3.25463464372711	27.3757361981841	3.91408357048207	4.12033919703376	0.315624055940484
g2510	10	10	10	58.2574104367077	57.4174270064213	151.239763006574	6.34720888833513	6.31408147268843	0.0563113178693654
g2511	9	2	0	2.32610578585674	2.77628199898061	4.99081096927751	4.25906890357811	4.24805066886018	0.0990803906316694
g2512	10	10	7	15.2029133639688	19.5521061176221	143.270848274606	5.16436231750131	5.26411375935926	0.225127501175267
g2513	10	7	5	14.3943701414256	19.5929099989198	392.460570150416	5.10870935422113	5.16701087785735	0.445245717178944
g2515	10	10	10	566.816358109834	640.867531049985	140586.60814635	9.20292461498367	9.14472321395827	0.830063953637762
g2517	10	10	10	84.922864466962	100.411649568355	5085.49347731633	6.76241719583709	6.78520237651955	0.496642201280661
g2518	5	0	0	0.447710674925327	1.16292866685377	2.44296168741756	3.84131947977252	3.9456105473774	0.112540281576765
g2520	10	10	10	64.1653938311871	80.488270788473	2836.45925172755	6.44859757623618	6.54717943102834	0.448716999053367
g2521	10	10	10	79.8767364550396	81.773388490669	1816.3175192963	6.69227049456315	6.58049933944914	0.482347001724053
g2522	9	3	2	3.34771375327984	6.69151411756372	94.6965682564041	4.38625692520753	4.47640396465009	0.348234027610201
g2523	10	10	10	46.8761437927962	46.8641838860808	395.806152577013	6.12176701966915	6.04782037572905	0.246673414827403
g2524	10	10	10	1000.41282887601	1234.73879862802	813345.343074326	10.0018560224212	9.9302663150474	1.2954172095458
g2525	2	0	0	0	0.20091904433174	0.184351642805965	3.6491789472175	3.73032831070617	0.0294685582314341
g2526	10	10	10	70.1939832852453	71.6579524072289	719.52954506743	6.54403776479695	6.50693118115494	0.214036772622332
